source_image_id,instance_id,canonical_label,class_id
2,2_0,surface_injure,2
5,5_0,corrosion,1
5,5_1,corrosion,1
5,5_2,corrosion,1
8,8_0,crack,4
10,10_0,thunderstrike,3
10,10_1,surface_injure,2
25,25_0,hide_craze,5
28,28_0,hide_craze,5
33,33_0,crack,4
33,33_1,crack,4
37,37_0,thunderstrike,3
37,37_1,surface_injure,2
38,38_0,hide_craze,5
42,42_0,craze,0
42,42_1,craze,0
42,42_2,craze,0
47,47_0,craze,0
47,47_1,craze,0
47,47_2,craze,0
50,50_0,craze,0
50,50_1,craze,0
50,50_2,craze,0
56,56_0,hide_craze,5
56,56_1,hide_craze,5
56,56_2,hide_craze,5
56,56_3,hide_craze,5
66,66_0,crack,4
66,66_1,crack,4
74,74_0,craze,0
90,90_0,surface_injure,2
90,90_1,surface_injure,2
90,90_2,surface_injure,2
94,94_0,crack,4
94,94_1,crack,4
95,95_0,corrosion,1
95,95_1,corrosion,1
95,95_2,thunderstrike,3
101,101_0,surface_injure,2
106,106_0,surface_injure,2
106,106_1,surface_injure,2
106,106_2,surface_injure,2
106,106_3,surface_injure,2
106,106_4,surface_injure,2
106,106_5,surface_injure,2
106,106_6,surface_injure,2
107,107_0,crack,4
107,107_1,crack,4
110,110_0,surface_injure,2
116,116_0,surface_injure,2
116,116_1,hide_craze,5
116,116_2,hide_craze,5
126,126_0,craze,0
126,126_1,craze,0
126,126_2,craze,0
126,126_3,surface_injure,2
130,130_0,crack,4
130,130_1,crack,4
144,144_0,hide_craze,5
144,144_1,hide_craze,5
144,144_2,hide_craze,5
144,144_3,hide_craze,5
145,145_0,surface_injure,2
147,147_0,hide_craze,5
155,155_0,thunderstrike,3
155,155_1,surface_injure,2
155,155_2,surface_injure,2
155,155_3,surface_injure,2
155,155_4,surface_injure,2
158,158_0,thunderstrike,3
158,158_1,corrosion,1
160,160_0,corrosion,1
170,170_0,corrosion,1
170,170_1,corrosion,1
170,170_2,corrosion,1
185,185_0,hide_craze,5
185,185_1,hide_craze,5
188,188_0,crack,4
188,188_1,crack,4
190,190_0,surface_injure,2
192,192_0,surface_injure,2
192,192_1,hide_craze,5
192,192_2,hide_craze,5
193,193_0,craze,0
195,195_0,craze,0
199,199_0,crack,4
