source_image_id,instance_id,canonical_label,class_id
1,1_0,craze,0
5,5_0,corrosion,1
5,5_1,corrosion,1
5,5_2,corrosion,1
10,10_0,thunderstrike,3
10,10_1,surface_injure,2
24,24_0,craze,0
36,36_0,hide_craze,5
36,36_1,hide_craze,5
37,37_0,thunderstrike,3
37,37_1,surface_injure,2
41,41_0,hide_craze,5
42,42_0,craze,0
42,42_1,craze,0
42,42_2,craze,0
45,45_0,surface_injure,2
45,45_1,surface_injure,2
47,47_0,craze,0
47,47_1,craze,0
47,47_2,craze,0
50,50_0,craze,0
50,50_1,craze,0
50,50_2,craze,0
56,56_0,hide_craze,5
56,56_1,hide_craze,5
56,56_2,hide_craze,5
56,56_3,hide_craze,5
58,58_0,hide_craze,5
64,64_0,corrosion,1
66,66_0,crack,4
66,66_1,crack,4
74,74_0,craze,0
78,78_0,crack,4
86,86_0,hide_craze,5
91,91_0,hide_craze,5
95,95_0,corrosion,1
95,95_1,corrosion,1
95,95_2,thunderstrike,3
106,106_0,surface_injure,2
106,106_1,surface_injure,2
106,106_2,surface_injure,2
106,106_3,surface_injure,2
106,106_4,surface_injure,2
106,106_5,surface_injure,2
106,106_6,surface_injure,2
116,116_0,surface_injure,2
116,116_1,hide_craze,5
116,116_2,hide_craze,5
118,118_0,surface_injure,2
126,126_0,craze,0
126,126_1,craze,0
126,126_2,craze,0
126,126_3,surface_injure,2
130,130_0,crack,4
130,130_1,crack,4
136,136_0,crack,4
144,144_0,hide_craze,5
144,144_1,hide_craze,5
144,144_2,hide_craze,5
144,144_3,hide_craze,5
149,149_0,surface_injure,2
152,152_0,crack,4
152,152_1,crack,4
155,155_0,thunderstrike,3
155,155_1,surface_injure,2
155,155_2,surface_injure,2
155,155_3,surface_injure,2
155,155_4,surface_injure,2
158,158_0,thunderstrike,3
158,158_1,corrosion,1
159,159_0,crack,4
170,170_0,corrosion,1
170,170_1,corrosion,1
170,170_2,corrosion,1
176,176_0,crack,4
176,176_1,crack,4
180,180_0,craze,0
183,183_0,crack,4
183,183_1,crack,4
192,192_0,surface_injure,2
192,192_1,hide_craze,5
192,192_2,hide_craze,5
208,208_0,surface_injure,2
211,211_0,crack,4
211,211_1,crack,4
221,221_0,crack,4
221,221_1,crack,4
240,240_0,hide_craze,5
240,240_1,hide_craze,5
240,240_2,hide_craze,5
240,240_3,hide_craze,5
241,241_0,hide_craze,5
251,251_0,craze,0
251,251_1,craze,0
251,251_2,craze,0
268,268_0,hide_craze,5
268,268_1,hide_craze,5
277,277_0,crack,4
277,277_1,crack,4
282,282_0,corrosion,1
282,282_1,corrosion,1
282,282_2,corrosion,1
287,287_0,surface_injure,2
288,288_0,surface_injure,2
289,289_0,craze,0
289,289_1,craze,0
289,289_2,craze,0
290,290_0,thunderstrike,3
294,294_0,corrosion,1
297,297_0,crack,4
297,297_1,crack,4
299,299_0,surface_injure,2
299,299_1,hide_craze,5
299,299_2,hide_craze,5
299,299_3,hide_craze,5
299,299_4,hide_craze,5
311,311_0,surface_injure,2
311,311_1,surface_injure,2
311,311_2,surface_injure,2
311,311_3,surface_injure,2
311,311_4,surface_injure,2
311,311_5,surface_injure,2
324,324_0,surface_injure,2
327,327_0,surface_injure,2
337,337_0,surface_injure,2
351,351_0,hide_craze,5
351,351_1,hide_craze,5
351,351_2,craze,0
357,357_0,surface_injure,2
364,364_0,hide_craze,5
367,367_0,crack,4
368,368_0,corrosion,1
376,376_0,hide_craze,5
376,376_1,hide_craze,5
376,376_2,craze,0
381,381_0,crack,4
384,384_0,corrosion,1
385,385_0,corrosion,1
385,385_1,thunderstrike,3
386,386_0,surface_injure,2
386,386_1,surface_injure,2
386,386_2,surface_injure,2
398,398_0,hide_craze,5
398,398_1,hide_craze,5
398,398_2,craze,0
400,400_0,thunderstrike,3
400,400_1,surface_injure,2
400,400_2,surface_injure,2
400,400_3,surface_injure,2
400,400_4,surface_injure,2
413,413_0,surface_injure,2
413,413_1,surface_injure,2
413,413_2,surface_injure,2
423,423_0,corrosion,1
423,423_1,hide_craze,5
424,424_0,surface_injure,2
424,424_1,hide_craze,5
424,424_2,hide_craze,5
430,430_0,corrosion,1
430,430_1,corrosion,1
430,430_2,corrosion,1
442,442_0,corrosion,1
442,442_1,corrosion,1
442,442_2,corrosion,1
450,450_0,hide_craze,5
452,452_0,hide_craze,5
467,467_0,corrosion,1
467,467_1,corrosion,1
467,467_2,thunderstrike,3
474,474_0,surface_injure,2
481,481_0,corrosion,1
481,481_1,corrosion,1
481,481_2,corrosion,1
489,489_0,corrosion,1
489,489_1,corrosion,1
489,489_2,corrosion,1
499,499_0,surface_injure,2
504,504_0,surface_injure,2
508,508_0,hide_craze,5
517,517_0,hide_craze,5
525,525_0,crack,4
527,527_0,corrosion,1
527,527_1,corrosion,1
527,527_2,corrosion,1
530,530_0,corrosion,1
537,537_0,crack,4
537,537_1,crack,4
548,548_0,crack,4
548,548_1,crack,4
559,559_0,craze,0
559,559_1,craze,0
559,559_2,craze,0
564,564_0,hide_craze,5
576,576_0,surface_injure,2
576,576_1,surface_injure,2
576,576_2,surface_injure,2
578,578_0,hide_craze,5
599,599_0,corrosion,1
603,603_0,thunderstrike,3
603,603_1,surface_injure,2
603,603_2,surface_injure,2
606,606_0,surface_injure,2
616,616_0,hide_craze,5
618,618_0,hide_craze,5
619,619_0,hide_craze,5
620,620_0,surface_injure,2
630,630_0,surface_injure,2
631,631_0,surface_injure,2
632,632_0,craze,0
635,635_0,surface_injure,2
638,638_0,hide_craze,5
641,641_0,hide_craze,5
641,641_1,hide_craze,5
641,641_2,craze,0
647,647_0,surface_injure,2
652,652_0,hide_craze,5
652,652_1,craze,0
667,667_0,hide_craze,5
672,672_0,surface_injure,2
672,672_1,surface_injure,2
672,672_2,corrosion,1
673,673_0,surface_injure,2
691,691_0,craze,0
692,692_0,craze,0
713,713_0,craze,0
728,728_0,craze,0
728,728_1,hide_craze,5
732,732_0,corrosion,1
754,754_0,thunderstrike,3
754,754_1,hide_craze,5
754,754_2,hide_craze,5
756,756_0,hide_craze,5
818,818_0,surface_injure,2
818,818_1,hide_craze,5
818,818_2,hide_craze,5
818,818_3,hide_craze,5
818,818_4,hide_craze,5
871,871_0,hide_craze,5
871,871_1,craze,0
885,885_0,hide_craze,5
885,885_1,craze,0
895,895_0,hide_craze,5
