source_image_id,instance_id,canonical_label,class_id
1,1_0,craze,0
2,2_0,surface_injure,2
4,4_0,crack,4
5,5_0,corrosion,1
5,5_1,corrosion,1
5,5_2,corrosion,1
6,6_0,craze,0
8,8_0,crack,4
9,9_0,hide_craze,5
10,10_0,thunderstrike,3
10,10_1,surface_injure,2
14,14_0,hide_craze,5
14,14_1,surface_injure,2
15,15_0,craze,0
16,16_0,craze,0
17,17_0,thunderstrike,3
18,18_0,craze,0
20,20_0,craze,0
22,22_0,surface_injure,2
23,23_0,crack,4
25,25_0,hide_craze,5
27,27_0,surface_injure,2
27,27_1,surface_injure,2
27,27_2,surface_injure,2
29,29_0,hide_craze,5
30,30_0,craze,0
30,30_1,craze,0
31,31_0,surface_injure,2
31,31_1,surface_injure,2
33,33_0,crack,4
33,33_1,crack,4
34,34_0,surface_injure,2
34,34_1,hide_craze,5
35,35_0,corrosion,1
35,35_1,corrosion,1
36,36_0,hide_craze,5
36,36_1,hide_craze,5
37,37_0,thunderstrike,3
37,37_1,surface_injure,2
38,38_0,hide_craze,5
41,41_0,hide_craze,5
42,42_0,craze,0
42,42_1,craze,0
42,42_2,craze,0
47,47_0,craze,0
47,47_1,craze,0
47,47_2,craze,0
50,50_0,craze,0
50,50_1,craze,0
50,50_2,craze,0
56,56_0,hide_craze,5
56,56_1,hide_craze,5
56,56_2,hide_craze,5
56,56_3,hide_craze,5
64,64_0,corrosion,1
66,66_0,crack,4
66,66_1,crack,4
68,68_0,hide_craze,5
68,68_1,hide_craze,5
76,76_0,craze,0
79,79_0,craze,0
83,83_0,hide_craze,5
83,83_1,hide_craze,5
84,84_0,thunderstrike,3
89,89_0,crack,4
89,89_1,crack,4
90,90_0,surface_injure,2
90,90_1,surface_injure,2
90,90_2,surface_injure,2
91,91_0,hide_craze,5
92,92_0,crack,4
94,94_0,crack,4
94,94_1,crack,4
95,95_0,corrosion,1
95,95_1,corrosion,1
95,95_2,thunderstrike,3
101,101_0,surface_injure,2
102,102_0,thunderstrike,3
104,104_0,crack,4
106,106_0,surface_injure,2
106,106_1,surface_injure,2
106,106_2,surface_injure,2
106,106_3,surface_injure,2
106,106_4,surface_injure,2
106,106_5,surface_injure,2
106,106_6,surface_injure,2
107,107_0,crack,4
107,107_1,crack,4
109,109_0,surface_injure,2
110,110_0,surface_injure,2
115,115_0,corrosion,1
115,115_1,corrosion,1
116,116_0,surface_injure,2
116,116_1,hide_craze,5
116,116_2,hide_craze,5
118,118_0,surface_injure,2
119,119_0,thunderstrike,3
121,121_0,hide_craze,5
122,122_0,hide_craze,5
122,122_1,hide_craze,5
124,124_0,hide_craze,5
126,126_0,craze,0
126,126_1,craze,0
126,126_2,craze,0
126,126_3,surface_injure,2
130,130_0,crack,4
130,130_1,crack,4
132,132_0,corrosion,1
132,132_1,corrosion,1
133,133_0,crack,4
134,134_0,crack,4
140,140_0,hide_craze,5
140,140_1,hide_craze,5
144,144_0,hide_craze,5
144,144_1,hide_craze,5
144,144_2,hide_craze,5
144,144_3,hide_craze,5
145,145_0,surface_injure,2
148,148_0,hide_craze,5
148,148_1,hide_craze,5
149,149_0,surface_injure,2
151,151_0,hide_craze,5
152,152_0,crack,4
152,152_1,crack,4
153,153_0,craze,0
154,154_0,corrosion,1
154,154_1,corrosion,1
155,155_0,thunderstrike,3
155,155_1,surface_injure,2
155,155_2,surface_injure,2
155,155_3,surface_injure,2
155,155_4,surface_injure,2
157,157_0,crack,4
158,158_0,thunderstrike,3
158,158_1,corrosion,1
160,160_0,corrosion,1
162,162_0,corrosion,1
162,162_1,corrosion,1
164,164_0,crack,4
168,168_0,crack,4
170,170_0,corrosion,1
170,170_1,corrosion,1
170,170_2,corrosion,1
171,171_0,hide_craze,5
171,171_1,hide_craze,5
172,172_0,craze,0
172,172_1,craze,0
173,173_0,craze,0
176,176_0,crack,4
176,176_1,crack,4
177,177_0,craze,0
180,180_0,craze,0
181,181_0,craze,0
183,183_0,crack,4
183,183_1,crack,4
184,184_0,craze,0
184,184_1,craze,0
185,185_0,hide_craze,5
185,185_1,hide_craze,5
186,186_0,thunderstrike,3
188,188_0,crack,4
188,188_1,crack,4
190,190_0,surface_injure,2
192,192_0,surface_injure,2
192,192_1,hide_craze,5
192,192_2,hide_craze,5
193,193_0,craze,0
195,195_0,craze,0
